AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
12.35,19.01,6.87,3.63,-4.38,1
13.65,4.55,-19.86,-1.28,-6.85,1
18.61,-6.07,-18.49,2.17,-9.04,1
16.77,-10.09,-16.54,2.05,-8.28,1
8.46,-2.73,1.41,-0.38,-5.23,1
5.98,7.38,12.57,1.58,-5.05,1
8.4,12.05,16.94,2.19,-0.31,1
16.93,11.02,18.62,1.13,5.32,1
23.62,1.44,-1.06,0.5,-6.96,1
25.85,-12.69,-2.12,1.96,-10.39,1
18.62,-25.02,-19.68,1.58,-2.39,1
2.25,-22.58,-7.67,0.92,-0.35,1
-5.33,-19.2,7.0,1.0,-10.26,1
-0.75,-11.97,4.24,1.54,-7.89,1
9.79,2.28,17.65,0.7,-3.09,1
25.72,5.54,1.18,2.08,-3.34,1
33.85,3.81,12.34,-0.71,-3.76,1
30.93,3.17,1.23,3.52,-2.89,1
14.74,1.1,-1.47,-9.71,-7.63,1
3.18,-5.24,14.14,-16.18,0.03,1
-1.48,-11.81,-6.49,2.56,6.92,1
-7.62,-16.92,20.07,-2.94,2.8,1
-5.02,-20.24,7.33,1.95,-1.14,1
5.22,-14.96,1.5,0.2,6.46,1
12.97,-3.06,11.45,0.05,10.89,1
14.53,1.72,-6.76,2.18,30.21,1
16.57,4.72,6.95,-9.87,19.95,1
19.71,2.66,-6.88,-19.05,-1.32,1
24.27,-3.02,3.93,-10.93,-3.93,1
28.97,-3.08,12.98,-2.19,13.94,1
35.65,-0.03,6.65,-0.43,12.77,1
34.31,11.45,12.58,0.02,24.99,1
24.1,23.24,-2.91,2.48,65.83,1
13.46,32.62,-6.18,-8.0,13.19,1
7.18,36.46,-6.03,-14.2,-18.94,1
10.37,30.51,0.07,-3.58,-12.58,1
18.27,26.42,7.43,-1.8,1.11,1
26.68,20.64,12.04,0.96,-4.48,1
23.46,21.83,8.57,0.55,-4.38,1
13.39,26.32,-1.13,-3.46,-0.72,1
-0.02,28.25,1.17,-7.31,-13.03,1
-9.98,26.42,0.8,-12.69,-11.34,1
-10.42,20.94,-0.44,3.6,2.53,1
-2.94,18.85,-5.82,8.6,-6.07,1
7.01,14.95,-8.9,0.24,-15.42,1
11.62,19.48,-12.79,-1.55,-8.75,1
7.52,23.5,-9.8,0.22,-5.26,1
3.65,22.67,-1.11,1.59,-11.17,1
-1.9,16.75,1.81,1.08,-9.69,1
-5.19,6.08,10.36,0.79,-7.16,1
4.48,0.56,11.87,-2.59,-10.58,1
17.06,-0.36,12.59,1.05,-11.85,1
22.8,5.21,4.34,0.58,-12.04,1
19.06,7.49,-7.48,2.48,-12.33,1
15.7,6.44,-18.84,1.19,-10.3,1
13.54,-0.22,-25.47,-5.41,-9.63,1
10.68,-4.08,-3.88,-4.87,-11.43,1
13.92,-5.43,9.14,-10.9,-13.09,1
18.59,-2.98,28.07,3.53,-12.3,1
20.83,5.47,28.68,-12.41,-9.78,1
12.39,10.16,11.42,-3.78,-9.63,1
3.89,7.99,-9.75,2.19,-11.81,1
-8.65,5.84,-27.97,-0.53,-11.64,1
-21.47,8.5,-16.2,1.06,-11.07,1
-25.01,8.99,-24.33,-11.3,-12.87,1
-16.91,16.88,-0.96,3.01,-12.42,1
-13.53,17.96,12.1,0.73,-10.42,1
-14.1,15.77,1.58,-11.39,-9.35,1
-19.19,11.61,28.17,-1.26,-13.14,1
-31.23,5.68,7.12,3.91,-14.73,1
-38.68,3.89,-5.84,0.39,-8.1,1
-37.65,7.16,-6.83,5.04,-5.25,1
-29.42,17.45,-27.63,0.58,-7.16,1
-22.04,23.46,-7.12,6.43,-13.59,1
-17.18,25.2,-16.27,2.26,-16.05,1
-16.4,13.46,-23.81,2.6,-14.45,1
-18.16,4.67,-7.15,3.02,-10.83,1
-15.36,2.08,1.14,-6.17,-4.63,1
-13.68,7.86,42.62,-5.78,-8.82,1
-12.41,19.65,43.85,-1.27,-15.5,1
-12.73,25.44,15.39,3.04,-15.79,1
-17.56,22.67,-17.99,0.72,-12.81,1
-15.62,9.87,-66.82,2.11,-10.77,1
-18.19,1.05,-65.46,3.2,2.34,1
-22.17,-9.92,-39.7,4.38,-22.25,1
-24.48,-10.55,7.2,-1.84,-11.57,1
-24.02,-2.25,61.95,9.83,-0.7,1
-22.57,3.63,69.46,5.37,-22.47,1
-15.81,2.46,69.46,-3.82,-16.04,1
-1.91,-4.41,16.49,5.91,-9.63,1
3.23,-14.02,-48.11,-0.42,-15.23,1
6.92,-25.25,-72.42,10.45,-13.13,1
4.95,-25.31,-85.37,12.63,-9.33,1
5.79,-16.7,-35.27,3.77,-16.41,1
11.85,-8.2,17.39,6.99,-15.04,1
15.71,-12.71,58.93,4.08,-9.25,1
14.97,-21.86,67.07,1.45,-10.19,1
13.72,-27.46,33.65,3.19,-12.13,1
9.48,-34.57,-1.32,3.86,-12.84,1
7.16,-23.38,-50.28,3.59,-12.37,1
16.54,-3.76,-53.18,1.56,-11.88,1
31.24,10.04,-27.18,3.14,-2.0,1
35.37,14.68,11.94,2.97,-12.37,1
30.86,14.02,54.27,1.37,14.52,1
16.88,8.42,50.44,2.32,34.27,1
-3.13,-5.43,23.31,1.01,-27.06,1
-26.58,-8.51,-15.93,2.96,-3.57,1
-41.03,-5.26,-41.99,2.1,1.4,1
-42.47,2.99,-36.14,0.52,-4.48,1
-41.06,6.01,-17.48,2.3,2.74,1
-34.14,11.1,19.3,2.26,-9.24,1
-26.2,7.01,34.1,1.76,-11.01,1
-13.56,-7.75,18.57,2.17,0.44,1
-9.31,-14.25,-1.47,1.78,1.2,1
-10.74,-19.13,-34.2,1.28,-7.53,1
-10.03,-20.59,-35.19,1.0,-7.08,1
-12.66,-18.13,-13.23,1.02,-3.9,1
-11.89,-4.78,16.65,1.68,-1.29,1
-1.13,3.68,57.5,1.48,0.4,1
16.24,1.23,58.26,1.17,-8.38,1
31.38,0.58,34.57,0.93,-3.24,1
48.8,-6.64,-13.29,1.96,0.36,1
57.26,-17.34,-61.84,0.58,31.29,1
47.2,-24.99,-63.74,1.7,21.52,1
29.12,-22.13,-41.5,-0.07,-4.5,1
11.16,-18.43,10.76,3.3,2.14,1
0.84,-16.78,61.93,-6.16,-3.15,1
-2.43,-10.31,70.97,-0.09,1.03,1
1.68,-12.87,45.73,7.27,-0.4,1
17.97,-15.58,-10.85,-6.88,6.75,1
36.48,-6.19,-51.51,4.66,60.63,1
47.18,12.83,-67.47,0.27,192.44,1
42.86,24.29,-45.78,1.53,104.24,1
31.97,24.02,7.2,3.43,-7.89,1
18.94,16.99,47.77,-1.75,-11.96,1
6.61,5.68,65.11,2.83,-0.18,1
5.29,1.19,39.04,-3.32,8.75,1
12.55,9.2,6.49,-4.76,-7.77,1
19.57,24.7,-19.3,2.61,-3.77,1
23.78,39.2,-35.37,-2.35,0.61,1
28.97,43.91,-21.94,3.21,0.89,1
27.94,37.0,1.52,0.08,1.59,1
27.57,22.43,28.32,0.26,-1.81,1
27.37,13.8,34.42,3.74,-10.26,1
18.91,9.42,20.58,-1.41,-3.42,1
8.77,10.83,1.49,2.51,5.41,1
1.71,16.93,-25.14,19.86,-1.49,1
2.17,21.07,-30.69,10.91,-11.91,1
3.83,31.43,-19.34,-3.88,-11.32,1
4.17,35.13,0.53,-2.53,-6.09,1
11.74,29.21,25.6,4.22,-3.92,1
16.03,16.22,29.01,-3.45,-8.39,1
12.09,-1.41,27.51,2.18,-12.71,1
2.49,-9.62,14.57,0.47,-8.62,1
-6.19,-12.41,-5.46,-2.04,-6.68,1
-19.27,-7.81,-3.67,2.95,-9.68,1
-25.28,-7.63,-9.25,0.02,-11.79,1
-12.42,-9.86,3.16,-1.44,-10.32,1
2.56,-9.49,12.45,1.17,-9.0,1
9.52,-7.84,9.82,1.19,-10.43,1
12.34,1.38,13.6,-0.08,-11.42,1
11.48,3.2,-5.7,0.52,-11.07,1
1.6,6.2,-9.65,1.1,-9.99,1
-7.12,7.9,-13.49,1.58,-9.54,1
-6.23,6.12,-16.01,1.09,-10.52,1
-1.84,9.63,0.7,1.21,-11.0,1
-9.08,10.88,3.04,-3.01,-10.34,1
-17.61,23.21,15.47,7.57,-9.76,1
-12.02,39.76,8.08,1.01,-9.77,1
-13.13,55.36,-0.45,0.79,-10.3,1
-22.48,55.71,-2.74,5.88,-10.79,1
-29.29,41.3,-19.65,1.06,-10.88,1
-29.89,28.84,-15.74,4.2,-9.99,1
-36.32,15.63,-20.31,1.95,-9.85,1
-39.03,23.04,-16.52,2.42,-10.36,1
-28.64,18.94,-4.18,3.26,-9.7,1
-26.73,6.97,3.7,4.19,-8.68,1
-34.08,-0.62,19.02,8.72,-8.76,1
-31.61,-14.11,11.37,12.47,-8.88,1
-20.87,-23.67,0.55,10.37,-8.5,1
-0.79,-31.49,-13.23,3.8,-7.58,1
20.16,-28.63,-30.03,-1.49,-7.6,1
35.55,-21.88,-22.02,7.16,-7.27,1
36.33,-14.95,-15.59,-1.41,-7.9,1
25.77,-14.66,-5.33,-4.56,-6.15,1
12.42,-24.7,3.64,-4.65,-8.06,1
6.98,-36.94,-5.85,-6.11,-4.83,1
7.95,-41.14,-3.21,0.65,-8.64,1
6.57,-31.02,-9.14,-2.87,13.2,1
16.48,-13.09,-13.18,-1.3,25.82,1
15.84,3.48,-13.32,-5.51,-2.26,1
9.51,14.91,-17.63,-4.03,-3.19,1
-8.84,13.6,-10.02,-1.24,-6.53,1
-18.22,5.51,-7.53,-5.97,-2.88,1
-25.96,0.39,6.9,2.71,-2.91,1
-23.71,-3.37,6.7,3.75,-4.28,1
-6.96,-4.38,-2.68,0.49,-2.28,1
1.26,-0.91,-4.82,5.55,-1.96,1
2.84,4.75,-16.27,1.64,-3.84,1
-7.41,0.36,-9.29,3.62,-0.81,1
-16.89,1.43,-3.77,4.69,16.28,1
-32.84,7.19,2.24,7.24,30.05,1
-43.03,10.63,2.07,4.23,13.95,1
-37.74,14.56,-1.94,0.73,-1.86,1
-28.86,0.22,6.09,-0.53,-3.78,1
-12.76,-10.98,-11.78,4.03,-0.76,1
3.53,-21.69,-2.93,2.0,0.84,1
15.45,-29.06,-0.03,3.27,1.15,1
5.47,-26.42,-10.58,3.77,21.69,1
-11.04,-24.12,6.05,1.56,35.42,1
-15.55,-14.86,-3.84,3.31,45.64,1
-4.81,-10.48,-3.55,7.8,43.93,1
11.83,-3.66,-2.38,-2.52,20.06,1
23.87,-10.83,-15.46,4.06,-0.41,1
43.17,-23.69,-4.45,4.32,-5.95,1
50.92,-22.75,-22.93,2.56,0.2,1
43.07,-19.87,-12.2,5.11,-1.45,1
29.76,-5.44,13.08,-1.49,-3.18,1
16.72,11.55,18.05,2.1,-2.3,1
6.93,21.77,36.13,2.57,-1.9,1
9.74,18.78,22.25,2.65,-2.97,1
19.1,10.06,4.19,5.52,-2.47,1
27.27,8.89,-3.72,3.2,-3.07,1
25.83,12.38,-17.14,10.11,-4.92,1
19.66,19.06,-4.55,12.99,-4.82,1
14.06,23.99,-2.69,6.23,-3.71,1
5.22,22.17,6.68,1.79,-4.52,1
2.83,16.57,13.39,0.75,-5.12,1
-0.16,13.44,3.98,2.4,-5.24,1
-2.85,20.04,9.04,-3.06,-5.77,1
-4.34,30.36,-3.06,0.51,-5.63,1
1.61,36.71,11.97,4.14,-5.17,1
7.48,37.16,13.84,3.28,-5.27,1
9.34,34.14,14.99,6.63,-5.67,1
7.62,29.08,14.96,5.22,-6.17,1
5.49,21.6,-3.32,4.47,-6.25,1
-0.48,14.67,8.7,3.69,-6.23,1
-8.8,6.56,-2.59,4.61,-5.77,1
-6.35,-1.28,12.27,4.42,-5.6,1
2.36,1.32,18.67,2.89,-6.14,1
14.95,4.54,11.76,-3.11,-6.23,1
18.5,3.5,28.64,-9.74,-5.9,1
17.37,3.6,6.18,-4.36,-5.76,1
7.37,-2.48,20.24,-0.33,-5.86,1
-12.65,-12.88,0.2,4.2,-6.55,1
-22.97,-22.09,-5.58,4.44,-7.21,1
-23.04,-22.99,13.13,1.96,-7.16,1
-13.69,-22.31,-3.88,2.76,-6.33,1
-1.57,-17.95,23.47,3.32,-5.7,1
8.16,-11.7,11.53,1.86,-6.09,1
16.09,-4.69,13.71,3.72,-6.64,1
15.4,-2.82,16.28,0.94,-7.22,1
13.1,-2.39,-3.3,3.63,-7.28,1
6.41,-2.39,20.96,-2.56,-6.55,1
-6.29,-4.44,3.39,-15.46,-6.03,1
-19.41,-2.21,11.63,4.97,-6.25,1
-29.36,3.32,13.36,-2.82,-7.1,1
-33.32,17.8,-0.37,3.01,-7.62,1
-31.0,26.98,17.71,1.91,-7.54,1
-21.15,26.83,-0.03,0.36,-7.58,1
-15.02,15.72,4.66,3.16,-7.57,1
-14.97,3.35,2.72,-0.17,-7.37,1
-13.34,-2.05,-5.25,1.03,-7.6,1
-15.8,-1.22,5.97,1.84,-7.65,1
-21.06,6.06,-1.01,0.31,-8.16,1
-21.0,7.47,14.22,-0.79,-6.68,1
-11.25,-1.2,9.36,1.11,-7.15,1
3.97,-13.94,-4.59,-3.04,-5.42,1
14.86,-28.0,-8.31,-4.35,-8.04,1
22.05,-36.44,-24.62,-3.82,-4.08,1
16.65,-38.82,-18.92,-5.54,-9.57,1
6.32,-38.2,-8.55,-1.64,25.87,1
-7.2,-35.8,-8.26,0.69,55.11,1
-14.82,-32.18,2.68,0.86,4.64,1
-14.37,-26.51,-0.95,1.06,-7.45,1
-17.44,-31.18,-9.53,0.68,-13.46,1
-24.35,-35.82,-23.29,0.39,2.03,1
-31.67,-49.34,-32.42,0.73,-7.67,1
-34.2,-59.0,-39.91,0.74,1.21,1
-33.08,-54.03,-29.32,0.5,-15.43,1
-24.22,-37.76,-5.78,0.68,104.34,1
-17.89,-19.95,8.7,0.96,179.66,1
-12.05,-10.17,28.43,1.07,63.89,1
-10.35,-19.02,18.7,1.01,-1.3,1
-7.04,-35.25,-12.32,1.34,-12.55,1
-4.36,-48.32,-40.78,1.4,9.81,1
-3.86,-58.3,-58.75,1.01,-7.56,1
-10.55,-47.76,-33.02,1.14,-0.51,1
-16.35,-28.52,-1.52,1.07,7.89,1
-9.92,-10.92,34.88,0.92,-5.47,1
-1.22,-6.18,49.44,0.67,-4.88,1
11.19,-9.86,27.35,0.58,5.44,1
15.52,-20.11,-7.67,0.69,3.34,1
16.41,-29.92,-55.34,0.64,-4.78,1
8.42,-23.72,-72.4,0.67,-1.62,1
-1.84,-18.92,-62.36,0.7,3.4,1
-7.96,-9.36,-25.43,0.81,-3.04,1
-6.33,2.04,28.28,0.66,-3.56,1
-3.22,7.66,49.5,0.62,-1.11,1
-7.0,9.51,41.37,0.96,-4.63,1
-9.89,5.9,-1.26,0.85,-0.45,1
-6.24,-3.73,-50.23,0.84,15.35,1
-6.06,-14.23,-60.94,1.03,2.2,1
-10.11,-18.98,-56.88,1.07,-4.8,1
-12.79,-17.07,-13.71,0.92,-3.85,1
-14.79,-8.39,41.85,0.84,-3.51,1
-13.48,-3.08,54.05,0.8,-3.48,1
-5.5,1.8,50.73,0.76,-5.02,1
-0.18,3.02,5.51,0.78,-5.96,1
-0.69,-1.17,-32.75,0.73,-4.26,1
1.19,-0.74,-51.33,0.83,-4.81,1
3.54,2.29,-52.15,0.68,0.28,1
5.38,10.42,-12.46,0.99,68.11,1
11.35,14.67,14.58,0.4,80.25,1
18.97,19.97,33.99,0.9,21.27,1
19.68,16.51,19.54,-0.05,-23.48,1
9.24,6.49,2.91,1.32,-8.79,1
-0.27,8.45,-20.17,-0.86,7.01,1
-3.54,9.25,-34.87,2.35,-10.0,1
-7.32,12.8,-9.29,-1.78,-6.09,1
-6.55,17.6,1.92,5.18,3.9,1
7.68,18.03,27.6,-11.95,-7.83,1
19.41,11.63,28.89,-32.6,-8.45,1
14.71,-1.57,6.72,11.34,4.11,1
1.91,-13.09,3.87,-9.68,-1.22,1
-10.33,-21.85,-22.95,2.41,-9.01,1
-23.23,-18.77,-13.51,3.03,-0.24,1
-22.63,-6.32,2.67,-2.04,64.81,1
-5.28,7.23,21.08,5.25,42.42,1
14.95,16.05,42.32,-2.24,-10.37,1
25.15,16.12,31.5,-0.36,-9.18,1
19.73,7.94,22.52,3.66,-1.5,1
8.26,-1.41,-12.46,0.58,0.74,1
-15.96,-1.96,-31.01,-1.36,-7.14,1
-31.51,4.56,-28.35,1.14,-0.81,1
-30.17,17.4,-20.28,2.83,-1.49,1
-22.29,28.45,22.13,-0.14,-7.1,1
-16.15,32.22,43.38,0.22,-2.91,1
-15.79,27.53,55.73,1.69,-0.36,1
-14.56,16.03,49.36,0.88,-5.65,1
-26.41,7.91,9.67,0.71,-5.59,1
-37.64,2.25,-11.35,0.18,-2.07,1
-41.38,5.19,-38.52,0.44,-3.84,1
-34.96,11.93,-38.19,1.24,-6.77,1
-28.86,17.16,-7.64,0.54,-5.03,1
-19.84,23.16,9.51,0.34,-4.23,1
-3.5,19.4,49.49,0.91,-5.61,1
10.22,19.24,55.93,0.66,-4.97,1
15.07,16.32,39.04,0.26,-5.26,1
9.88,9.31,18.82,-0.1,-7.06,1
10.2,5.14,-16.5,0.39,-7.27,1
11.37,-2.41,-19.36,0.36,-6.57,1
16.51,-5.88,-15.13,-0.31,-7.16,1
28.2,-6.48,3.61,0.94,-7.38,1
35.97,-0.77,34.65,-0.5,-6.75,1
28.63,-3.29,32.49,2.34,-6.61,1
12.69,-8.06,33.73,-2.34,-7.69,1
-1.86,-12.44,11.42,5.86,-8.1,1
-10.53,-20.85,-13.85,-36.53,-8.49,1
-11.09,-20.11,-19.38,7.27,-7.32,1
-2.65,-17.15,-21.1,2.98,-7.18,1
1.38,-16.1,1.52,-14.27,-6.77,1
7.0,-18.6,19.48,12.38,-5.28,1
6.43,-20.96,28.15,-6.48,-8.4,1
2.61,-24.98,22.59,4.8,-8.06,1
-0.37,-26.73,-0.44,1.44,-4.97,1
-2.5,-26.14,-16.77,-4.62,-6.07,1
2.01,-19.95,-32.28,3.26,-8.51,1
7.77,-10.41,-23.22,3.76,-6.8,1
12.1,-11.62,-0.24,-3.43,-4.95,1
22.38,-7.38,15.94,0.02,-6.29,1
32.76,-8.29,34.72,1.38,-7.21,1
29.51,-8.99,27.25,3.78,-7.73,1
16.87,-5.17,11.77,-7.75,-7.98,1
5.67,-0.41,-17.79,-0.54,-5.78,1
-2.2,7.51,-40.55,15.06,-4.79,1
-4.48,13.62,-47.34,-15.38,-8.5,1
0.67,22.86,-41.66,4.42,-7.14,1
12.45,22.92,-0.3,0.89,-7.01,1
19.24,18.97,18.05,-2.75,-5.97,1
13.4,10.13,25.13,6.09,-6.94,1
8.15,3.22,9.04,-4.23,-12.27,1
4.8,2.21,-16.76,-1.51,-9.64,1
4.57,4.56,-28.24,7.7,-4.02,1
11.88,13.14,-42.94,-21.13,-4.55,1
18.47,11.39,-21.03,-3.07,-6.97,1
15.28,4.79,-10.41,1.82,-3.39,1
6.33,-0.79,2.08,-5.01,-5.96,1
0.55,-8.87,20.64,5.66,-9.58,1
-1.4,-10.93,10.52,-4.7,-5.58,1
2.75,-8.16,0.34,-12.12,-6.39,1
9.76,-3.01,-16.33,-12.15,-1.33,1
27.04,-0.45,-21.73,-13.18,-7.33,1
35.21,4.23,-18.74,-0.87,8.92,1
30.41,3.93,-8.01,1.84,27.03,1
22.52,-0.6,9.3,-1.68,-3.96,1
9.47,3.96,15.11,1.03,2.16,1
-5.51,4.08,7.07,-5.59,-1.38,1
-15.11,6.12,-15.2,-1.37,-12.68,1
-11.04,1.86,-35.1,-8.07,-3.56,1
-3.46,0.77,-33.87,-2.05,-1.65,1
5.8,6.56,-21.19,2.17,-4.18,1
11.48,9.68,5.27,-4.05,5.76,1
11.49,13.81,25.92,2.08,-6.59,1
6.88,6.23,33.16,14.05,-6.81,1
7.64,-3.34,27.95,17.92,-1.06,1
6.37,-13.97,9.08,2.68,61.66,1
2.56,-11.92,-14.28,-6.28,56.63,1
0.8,-8.22,-29.97,3.32,-3.67,1
0.43,-3.34,-39.32,-0.58,-3.62,1
1.58,15.07,-11.75,-5.57,-6.96,1
1.77,28.69,10.27,1.6,0.66,1
-0.02,41.04,17.83,1.42,-0.17,1
-1.57,37.61,34.53,1.84,1.21,1
-7.36,30.76,2.83,-0.11,0.22,1
-11.8,23.43,-5.71,-4.11,-1.9,1
-20.6,18.01,-18.49,-2.65,-1.9,1
-28.92,21.32,-26.91,1.53,3.68,1
-37.65,18.5,-0.61,-1.29,3.47,1
-40.22,21.15,-7.41,-2.55,-0.58,1
-35.27,17.13,13.59,-0.22,-0.6,1
-33.52,8.12,10.4,0.4,2.42,1
-34.16,-8.75,-2.32,-1.83,2.63,1
-35.57,-27.67,17.77,-1.02,3.19,1
-38.78,-35.91,5.54,0.24,1.39,1
-33.87,-35.65,22.01,0.5,-2.99,1
-24.65,-27.48,11.86,0.15,-3.09,1
-15.94,-20.24,-0.02,-1.43,0.71,1
-13.25,-13.65,-3.82,0.2,4.96,1
-7.64,-10.43,-30.62,1.26,2.99,1
1.47,-11.81,-15.8,0.48,-0.52,1
3.4,-13.89,-10.52,0.33,-2.53,1
9.66,-7.33,18.61,1.1,-2.12,1
17.14,-2.06,43.83,0.48,0.96,1
22.75,-2.91,31.04,-1.21,1.21,1
23.87,-3.68,30.49,-1.46,-2.39,1
18.84,-5.78,-9.64,-1.15,3.78,1
4.7,-7.3,-20.27,-1.45,9.51,1
-12.8,-3.93,-16.4,-1.26,-0.16,1
-26.14,4.43,-7.89,-0.25,-7.02,1
-33.34,6.84,26.98,-0.03,3.23,1
-35.43,8.27,29.07,-1.88,0.93,1
-41.27,3.04,45.06,-1.35,33.67,1
-44.41,-9.64,29.65,-1.02,19.38,1
-43.03,-19.48,5.88,-0.58,-5.94,1
-35.37,-15.92,-1.49,-0.73,10.91,1
-25.08,-4.61,-27.26,-1.22,-2.69,1
-10.87,6.22,-9.03,-0.73,-4.4,1
5.78,14.16,3.95,-0.66,-4.24,1
14.81,15.08,22.55,0.34,-4.32,1
21.68,7.91,35.45,-0.23,-0.6,1
21.24,-3.14,13.03,0.43,2.72,1
18.27,-12.46,9.46,-13.73,-3.61,1
15.47,-20.03,-9.53,-28.56,-3.66,1
14.91,-19.36,-8.94,-4.36,0.71,1
20.84,-12.12,11.13,-2.46,-0.22,1
20.91,-6.24,14.24,-0.26,-4.0,1
14.16,-8.33,23.65,2.09,-3.54,1
9.11,-15.71,5.98,-0.74,-0.3,1
6.45,-24.03,3.14,2.09,-1.01,1
9.56,-30.26,-0.04,-0.15,-3.19,1
11.63,-30.39,-6.74,-0.15,-1.93,1
14.81,-27.22,6.11,2.15,1.18,1
12.07,-17.26,-5.44,-11.71,2.14,1
7.7,-8.5,4.16,-22.39,0.5,1
10.95,-6.97,3.81,-3.72,-2.55,1
17.22,-11.48,-5.18,-0.05,-0.24,1
20.52,-15.75,-0.47,-13.42,17.58,1
16.66,-10.9,-12.68,-10.1,48.65,1
15.47,-0.76,-15.74,3.95,27.68,1
15.02,10.94,-15.49,-8.12,0.18,1
13.41,15.86,-8.9,-24.28,-2.04,1
13.69,10.38,-7.99,-1.72,-1.72,1
12.8,3.84,-0.9,0.16,-0.76,1
10.19,4.35,-3.13,0.79,-2.22,1
4.6,9.47,-9.48,2.12,-0.09,1
-2.51,18.52,-8.54,0.3,0.31,1
-6.68,32.26,-16.65,3.28,-3.61,1
-7.45,40.19,-11.03,-0.53,0.13,1
-5.11,40.32,-19.32,0.37,1.26,1
6.45,30.84,-30.28,1.46,-1.55,1
16.17,23.13,-29.75,0.79,-2.17,1
22.81,18.57,-35.59,-0.1,-4.78,1
22.78,18.44,-20.67,0.62,-5.67,1
14.83,28.32,-8.35,1.14,-3.99,1
8.03,24.82,6.01,-22.29,0.77,1
-3.68,14.64,7.74,4.68,4.1,1
-5.68,-3.27,-1.82,-1.68,-0.05,1
3.6,-16.35,-10.17,-2.87,-4.01,1
25.49,-18.2,-27.42,4.29,-1.74,1
49.38,-15.81,-37.12,-2.03,1.46,1
64.25,-9.93,-27.83,1.99,17.38,1
60.14,-18.24,-7.48,-0.63,14.88,1
43.51,-24.31,6.05,-0.48,9.66,1
21.83,-26.99,21.04,0.07,9.51,1
0.99,-19.95,12.69,-2.32,7.11,1
-7.9,1.29,-8.07,30.08,19.35,1
-2.5,21.3,-16.53,35.48,17.3,1
7.8,35.72,-28.49,3.96,6.14,1
10.04,35.07,-17.89,-13.4,-1.44,1
7.18,26.67,-16.12,5.4,-3.65,1
-4.81,17.58,3.61,1.74,-5.23,1
-12.4,10.47,26.03,-2.92,-3.57,1
-14.83,14.25,10.1,6.27,-3.36,1
-14.5,24.66,14.95,-6.42,-3.57,1
-14.42,36.48,-11.99,3.71,-4.14,1
-20.41,35.72,-29.06,4.53,-0.38,1
-26.52,27.73,-22.39,-1.87,-0.91,1
-30.82,16.92,-29.78,-0.43,-0.79,1
-27.48,6.5,1.53,3.91,-2.09,1
-16.31,6.97,11.87,1.99,-2.92,1
-4.8,4.03,29.03,-0.19,-0.72,1
5.88,7.55,29.48,0.54,0.2,1
6.05,12.76,17.17,2.28,9.12,1
4.0,17.56,11.86,1.02,19.6,1
-0.39,19.57,-18.26,0.05,47.65,1
-8.4,11.96,-23.05,0.55,26.68,1
-11.67,3.59,-41.36,1.49,-10.12,1
-4.45,-11.8,-25.79,1.65,-7.59,1
5.05,-18.23,-6.19,0.76,2.18,1
11.36,-23.0,9.22,1.41,-0.13,1
13.0,-19.25,44.88,2.67,-3.37,1
8.9,-0.94,21.96,2.06,0.91,1
-1.39,11.75,19.28,1.37,-1.03,1
-10.55,25.56,-7.75,2.46,3.62,1
-7.64,25.8,-23.91,2.38,9.63,1
-4.42,23.78,-15.0,1.66,5.0,1
-5.16,15.41,1.14,2.38,1.25,1
-8.47,8.23,44.37,2.34,-2.11,1
-9.64,10.13,53.82,1.43,-3.21,1
-10.74,12.01,62.83,2.21,-7.81,1
-9.25,28.35,44.82,1.57,27.21,1
-0.62,39.21,22.06,2.89,88.64,1
13.29,45.41,-7.19,2.74,33.22,1
23.83,34.41,-36.64,19.34,-10.13,1
30.89,7.35,-31.22,9.65,-8.2,1
31.69,-11.23,-28.52,-10.45,-3.52,1
20.55,-17.82,6.0,9.62,-2.58,1
6.11,-3.35,21.9,-0.41,-4.2,1
0.0,15.58,33.31,0.11,-6.65,1
4.91,30.0,37.38,6.16,-9.08,1
12.94,29.03,13.2,-0.62,-7.25,1
19.72,16.93,5.32,-0.08,-5.2,1
18.48,2.9,-22.73,4.57,-4.86,1
9.87,-7.71,-10.59,-6.75,-8.69,1
7.4,-3.98,7.61,19.0,-9.61,1
13.41,8.58,32.2,28.53,-7.45,1
22.49,22.0,73.37,5.35,-9.55,1
28.59,25.25,57.51,-9.07,-10.97,1
32.33,18.1,33.08,0.45,-11.3,1
32.97,3.78,-8.97,5.6,-11.66,1
20.88,-12.67,-28.18,-5.26,-10.33,1
9.21,-19.89,-20.91,5.61,-10.39,1
9.52,-17.11,-19.72,-2.7,-11.44,1
22.06,-5.0,7.2,0.03,-11.1,1
38.7,6.75,6.61,5.34,-11.74,1
47.56,13.28,12.23,6.02,-12.75,1
49.6,11.82,9.05,-6.95,-13.28,1
34.59,4.56,-10.07,4.91,-14.75,1
8.17,2.9,-6.48,2.46,-15.77,1
-15.09,6.52,-13.16,-2.38,-17.68,1
-23.27,19.39,0.0,5.23,-18.2,1
-14.89,37.43,12.93,0.12,-14.37,1
2.3,45.69,28.55,-0.07,-12.7,1
16.1,49.01,40.8,3.68,-14.14,1
17.34,44.66,30.69,1.72,-14.7,1
2.83,37.64,25.7,1.6,-14.62,1
-20.31,33.98,4.33,3.99,-14.51,1
-34.39,31.38,-17.32,3.41,-13.85,1
