AI1-02 [m/s²],AI1-05 [m/s²],AI1-08 [m/s²],AI1-11 [m/s²],AI1-14 [m/s²],label
15.57,-29.32,-54.82,1.41,-7.0,4
14.3,-33.74,9.33,1.14,-7.91,4
6.61,-47.69,48.98,1.22,-7.17,4
5.69,-62.0,53.94,0.81,-6.65,4
-0.46,-53.4,29.84,1.07,-7.15,4
1.54,-43.99,-25.44,1.36,-7.43,4
-16.41,-18.54,-37.55,1.05,-9.03,4
-32.13,-14.18,-38.18,1.06,-5.28,4
-32.56,-8.1,-10.15,0.91,6.22,4
-42.01,-4.06,15.03,0.72,12.0,4
-48.77,5.91,2.26,0.73,7.32,4
-67.62,17.04,0.46,0.92,-4.32,4
-89.12,6.97,-34.35,0.95,-8.56,4
-103.6,8.75,-25.53,0.88,-7.0,4
-98.26,-7.4,24.71,0.75,-5.78,4
-85.58,-15.11,44.11,0.76,-6.09,4
-73.39,-29.53,37.42,1.0,-5.83,4
-64.17,-32.95,-2.03,0.76,-8.48,4
-64.28,-26.3,-50.92,1.09,-13.33,4
-72.11,-23.05,-56.66,0.57,-14.31,4
-76.7,-10.65,-15.74,1.27,-11.83,4
-93.03,-27.79,51.04,0.14,-11.06,4
-114.67,-54.47,90.77,1.91,-11.14,4
-101.91,-85.33,70.42,-0.38,-12.99,4
-76.23,-98.44,5.14,2.85,-15.11,4
-39.2,-100.62,-57.97,-1.69,-15.0,4
-8.51,-91.98,-90.41,4.23,-11.29,4
-2.87,-68.88,-54.58,-6.87,-7.8,4
-1.66,-56.24,18.62,1.31,-8.73,4
-22.88,-61.92,120.41,61.11,-11.26,4
-40.31,-71.15,179.54,-35.8,-12.97,4
-56.5,-95.88,149.32,-12.68,-14.23,4
-54.4,-111.6,59.44,24.4,-9.86,4
-39.72,-105.54,-65.4,-17.95,-7.1,4
-25.38,-92.72,-141.08,14.15,-7.03,4
-11.8,-41.38,-141.7,-0.07,-11.66,4
-0.9,-16.32,-73.22,-15.88,-16.61,4
-11.84,-3.55,31.13,12.65,-14.77,4
-13.27,-13.09,107.22,5.71,-14.54,4
-5.24,-24.28,136.37,-6.43,-13.94,4
-3.68,-29.29,112.17,-2.49,-8.55,4
9.35,-36.91,44.4,7.6,-6.55,4
10.81,-10.83,-14.39,3.6,-11.77,4
33.89,-0.98,-41.35,-3.45,-10.6,4
46.73,14.9,-44.75,2.66,-0.58,4
64.93,30.55,-26.03,2.89,16.08,4
55.15,37.23,4.87,1.86,32.2,4
27.55,42.74,37.77,2.28,41.13,4
-6.2,41.2,67.08,-0.78,42.58,4
-29.12,50.67,82.85,3.6,30.35,4
-24.8,34.78,78.8,3.91,3.03,4
3.77,20.7,57.02,-0.98,-6.65,4
30.16,25.07,-20.62,2.08,-6.73,4
28.37,24.84,-86.81,3.44,8.36,4
19.01,32.78,-107.68,1.22,47.19,4
9.74,47.0,-86.08,1.16,101.31,4
8.82,47.83,-7.03,1.84,162.37,4
27.43,30.21,57.72,2.48,144.65,4
59.32,24.71,90.65,2.84,64.12,4
77.21,23.44,73.73,2.17,37.04,4
79.44,27.13,1.22,2.43,48.93,4
79.69,41.95,-53.97,2.55,58.25,4
92.59,58.72,-103.21,2.36,23.83,4
115.95,55.65,-98.69,1.1,2.73,4
123.59,54.22,-48.79,1.12,4.24,4
120.37,43.36,21.89,1.57,4.07,4
115.55,37.5,75.41,0.88,-1.07,4
103.17,38.43,82.24,1.44,6.37,4
94.74,33.5,58.05,0.99,6.87,4
72.45,41.09,14.55,1.99,-4.81,4
53.86,25.05,-16.32,1.8,-10.4,4
45.85,13.16,-42.77,0.96,-10.7,4
47.76,25.9,-52.32,1.72,-14.66,4
60.42,39.06,-31.83,1.63,-12.76,4
66.36,60.86,-24.34,1.59,-5.89,4
69.58,84.7,-0.25,1.35,-6.61,4
47.4,89.06,-4.75,1.06,-12.46,4
27.02,87.91,-40.97,1.45,-14.39,4
22.93,89.57,-63.69,1.39,-12.41,4
22.73,69.72,-75.23,0.6,-11.88,4
31.49,52.03,-28.02,0.97,-12.33,4
38.33,40.52,21.51,0.73,-10.62,4
11.22,26.61,54.22,0.32,-11.24,4
-31.09,25.62,55.75,1.13,-14.11,4
-60.57,24.53,-6.55,1.2,-16.16,4
-62.7,10.21,-68.83,0.73,-15.12,4
-45.15,-19.13,-121.6,0.76,-14.59,4
-23.73,-37.14,-117.84,0.83,-16.65,4
0.95,-60.35,-55.79,0.76,-14.72,4
1.87,-63.33,-1.56,1.26,-12.1,4
-17.75,-56.78,62.68,0.24,-13.12,4
-27.19,-55.9,64.51,-0.82,-13.75,4
-21.1,-35.86,29.41,0.16,-9.75,4
0.79,-18.05,3.08,-1.19,-8.0,4
5.08,9.48,-69.48,1.86,-6.93,4
-1.98,20.92,-100.17,0.75,0.71,4
-4.85,11.61,-74.09,-3.6,4.02,4
-22.23,4.62,-7.06,0.62,-1.58,4
-40.83,-1.87,75.78,2.17,-9.58,4
-61.37,-5.05,90.41,1.39,-9.87,4
-84.28,-4.86,80.92,0.39,-7.95,4
-111.29,14.98,-4.23,-0.91,-9.11,4
-131.79,23.6,-87.66,-0.03,-8.99,4
-131.43,6.5,-104.88,0.57,-6.94,4
-127.73,-15.02,-72.3,0.67,-7.69,4
-128.02,-40.68,12.84,-1.22,-5.84,4
-113.15,-59.93,77.8,0.6,-0.5,4
-96.27,-63.65,109.09,0.99,1.75,4
-80.43,-52.83,83.6,-0.2,-0.64,4
-52.98,-44.81,20.2,-0.08,-3.06,4
-7.97,-28.41,-22.65,-0.31,-1.91,4
37.75,-22.42,-66.79,0.15,9.76,4
63.43,-42.56,-45.26,-0.75,18.56,4
59.97,-70.46,-19.02,1.94,8.54,4
37.06,-84.13,8.74,1.08,-0.82,4
-3.55,-59.58,42.25,1.78,-3.53,4
-48.03,-41.64,31.68,-1.18,-6.82,4
-56.14,-24.13,44.13,17.65,-6.84,4
-35.28,-2.92,20.48,49.89,-3.66,4
-12.41,-16.5,7.17,-12.81,-3.42,4
2.98,-30.94,12.61,-12.06,-7.13,4
2.7,-42.64,11.25,16.16,-9.44,4
-20.89,-41.49,35.36,-8.09,-11.97,4
-50.02,-27.35,38.43,8.36,-11.63,4
-58.19,-21.34,44.59,3.6,-6.93,4
-50.97,-3.74,15.25,-9.03,3.19,4
-41.11,-9.07,-28.42,7.82,19.44,4
-20.25,-6.45,-17.25,5.21,31.8,4
-9.18,2.24,-0.32,-2.08,34.09,4
-0.67,11.97,53.19,-3.11,24.42,4
9.59,20.44,93.7,4.63,1.07,4
32.23,19.13,61.82,4.95,-8.57,4
53.15,28.16,26.55,-3.03,1.46,4
57.95,26.21,-29.03,0.43,10.88,4
59.07,39.08,-43.46,3.65,11.28,4
49.58,38.72,-18.24,2.81,22.29,4
31.39,33.43,5.61,1.12,5.63,4
0.09,11.99,33.17,0.3,-11.67,4
7.21,-2.32,11.87,3.77,-12.15,4
33.78,0.7,-2.5,5.31,-10.69,4
63.65,-3.21,-28.33,1.56,-7.0,4
69.7,16.34,-54.37,0.57,-3.28,4
64.02,22.02,-20.1,2.64,1.01,4
36.19,35.72,-25.5,3.08,-3.4,4
6.3,39.53,10.08,1.39,-10.38,4
1.88,42.38,46.97,1.37,-10.23,4
27.07,45.54,36.17,3.27,-8.64,4
55.97,42.39,62.51,2.65,-7.94,4
64.13,55.55,-6.78,1.31,-7.04,4
66.56,54.41,-18.59,2.18,-9.17,4
57.4,53.81,-2.79,2.23,-12.54,4
44.33,41.18,-25.66,2.65,-12.18,4
28.23,36.07,29.13,1.87,-7.84,4
21.26,28.88,-3.58,1.77,-6.42,4
30.96,31.96,5.86,1.65,-7.75,4
40.37,35.46,-15.44,2.59,-7.83,4
50.23,30.66,-56.82,2.01,-9.01,4
64.5,45.93,-42.68,1.91,-10.02,4
83.4,53.18,-62.35,2.37,-10.02,4
96.23,68.95,-31.39,-1.96,-9.45,4
96.91,70.04,2.24,93.15,-8.65,4
77.37,62.52,19.62,65.25,-8.22,4
51.41,60.07,40.11,0.54,-9.21,4
39.6,71.34,44.01,-34.72,-10.41,4
29.3,77.81,21.23,24.15,-10.72,4
9.15,83.17,4.35,-3.52,-9.7,4
-8.92,83.5,-45.21,-4.05,-10.03,4
-24.81,47.89,-80.78,18.13,-11.28,4
-41.54,8.01,-79.27,-19.31,-10.55,4
-51.73,-22.98,-51.05,7.35,-10.62,4
-45.7,-43.81,-26.63,10.53,-10.47,4
-18.65,-50.3,34.97,-4.21,-9.47,4
1.26,-32.87,56.83,-3.86,-10.34,4
-0.15,-23.14,37.7,5.56,-11.56,4
-1.78,-28.65,6.89,2.22,-10.92,4
4.71,-48.75,-19.24,-1.93,-11.37,4
3.13,-76.63,-23.47,-9.85,-11.16,4
1.71,-108.17,-39.08,-3.29,-10.27,4
21.35,-102.05,-45.44,2.38,-12.46,4
22.92,-72.69,-58.63,-13.62,-14.07,4
-11.07,-43.08,-70.55,-5.36,-13.3,4
-40.14,-3.14,-27.26,-0.79,-11.1,4
-72.41,13.64,16.14,-2.84,-8.24,4
-101.75,19.74,65.8,-9.67,-7.52,4
-109.04,16.21,94.23,-3.44,-9.69,4
-95.79,7.48,64.14,7.14,-13.64,4
-89.8,2.89,13.14,9.56,-15.31,4
-94.91,14.24,-57.75,43.51,-13.9,4
-114.89,1.91,-93.38,19.95,-12.36,4
-128.38,-4.63,-76.59,-34.85,-10.33,4
-133.51,3.17,-33.89,6.34,-11.4,4
-135.65,-12.36,44.31,0.71,-15.5,4
-115.08,-17.12,72.92,-43.28,-18.35,4
-84.84,-34.28,59.07,16.15,-16.16,4
-57.53,-52.22,20.17,-11.32,-12.13,4
-22.95,-69.32,-29.94,-10.99,-12.5,4
19.89,-78.89,-42.48,16.73,-14.71,4
41.02,-63.04,-43.58,-3.28,-16.07,4
41.59,-66.75,-3.79,0.52,-14.88,4
41.27,-52.82,60.32,3.32,-11.2,4
14.88,-35.6,105.52,2.12,-8.73,4
-24.15,-26.02,130.38,3.62,-9.71,4
-55.38,-35.5,81.14,-0.05,-13.9,4
-56.48,-63.59,17.9,1.74,-15.44,4
-61.19,-68.09,-37.49,0.06,-13.81,4
-58.77,-93.58,-61.23,3.4,-9.72,4
-46.13,-87.63,-45.15,4.23,-6.94,4
-40.76,-78.14,-3.35,-2.05,-12.72,4
-24.43,-79.65,52.95,2.85,-19.88,4
-21.03,-74.13,78.2,4.85,36.82,4
-35.35,-76.86,80.39,3.02,116.22,4
-52.57,-55.19,41.24,2.0,87.39,4
-51.19,-49.49,-16.52,3.32,-11.59,4
-40.51,-27.06,-57.83,2.88,-28.59,4
-9.19,-15.07,-73.85,1.86,-5.67,4
15.97,-18.79,-38.38,2.03,-8.88,4
30.97,-19.52,9.66,1.09,-11.07,4
28.2,-25.89,78.32,1.2,-1.48,4
35.81,-17.44,132.45,2.28,-6.61,4
59.87,-12.16,121.05,0.7,-10.22,4
68.52,8.73,81.86,-0.01,66.64,4
76.66,39.03,-7.83,1.12,155.71,4
66.83,65.34,-60.07,0.66,122.93,4
50.44,71.54,-61.05,-0.45,0.86,4
35.8,76.41,-23.48,0.27,-28.34,4
25.06,76.49,38.24,1.19,-3.05,4
18.01,67.44,61.64,0.1,-2.85,4
3.36,74.64,76.26,-0.36,-12.04,4
-8.72,81.06,19.63,-0.45,-5.45,4
-15.67,86.69,-28.11,-0.68,-3.8,4
-3.91,94.11,-73.28,0.25,-12.6,4
4.54,84.29,-120.09,0.36,-6.42,4
17.83,66.1,-78.57,-0.6,-8.6,4
33.29,36.83,-45.9,-0.08,-18.15,4
51.65,7.31,23.92,-0.28,-16.31,4
64.5,-13.17,78.07,-0.76,-4.37,4
61.14,-32.57,70.01,-0.09,-11.4,4
51.27,-30.42,68.38,-0.16,-10.3,4
62.51,-17.41,1.26,-0.14,-23.65,4
102.51,6.11,-42.3,0.39,42.22,4
136.74,19.36,-78.76,0.31,130.06,4
153.73,23.24,-91.5,0.04,45.62,4
139.22,17.89,-32.19,0.9,-39.08,4
102.59,-3.23,-4.76,0.94,-32.39,4
56.18,-7.46,54.79,0.46,7.44,4
20.17,-4.26,55.99,0.75,-12.92,4
12.53,16.58,-6.55,0.79,-12.81,4
12.07,31.02,-41.68,0.9,2.14,4
17.68,39.59,-96.85,1.78,-14.11,4
14.31,42.53,-77.36,1.93,-20.23,4
18.95,36.88,-59.41,1.71,-6.84,4
10.17,29.32,-15.11,1.96,-9.36,4
-9.82,23.68,52.63,2.39,-14.9,4
-31.94,20.24,44.94,1.87,-9.67,4
-44.22,14.0,58.79,1.88,-10.63,4
-38.42,22.5,0.89,2.09,-17.9,4
-16.03,20.24,-57.45,1.73,-17.95,4
14.86,25.72,-70.35,1.77,-16.96,4
27.32,29.34,-92.21,1.42,-15.87,4
29.51,22.16,-18.03,1.29,-10.09,4
27.56,7.91,17.88,1.35,-10.71,4
18.75,-5.08,73.65,1.26,-18.19,4
3.97,-11.2,99.15,1.12,-19.8,4
-3.34,-19.45,38.35,1.2,-17.05,4
-19.19,-27.35,-9.07,0.81,-15.48,4
-46.45,-37.99,-89.53,0.69,-14.62,4
-70.7,-39.04,-113.96,0.87,-14.04,4
-83.97,-23.67,-91.3,0.98,-19.03,4
-96.85,-14.51,-36.1,0.59,-21.68,4
-88.26,-10.61,37.07,0.47,-19.69,4
-74.85,-20.23,57.44,0.5,-18.02,4
-71.29,-41.2,70.17,-0.08,-17.6,4
-73.23,-53.27,22.42,0.19,-15.75,4
-83.17,-58.46,-2.2,0.28,-15.15,4
-85.63,-61.88,-31.3,0.06,-19.42,4
-83.63,-56.61,-70.96,-0.13,-18.59,4
-65.81,-57.97,-33.93,0.21,-14.26,4
-50.18,-67.35,-27.6,-0.17,-6.62,4
-34.62,-80.01,26.21,-0.03,14.33,4
-17.63,-88.61,57.06,0.17,30.03,4
-0.97,-83.32,53.05,0.23,48.47,4
14.22,-79.34,60.27,0.3,44.01,4
4.93,-69.47,0.42,0.42,-12.19,4
-9.49,-65.75,-24.09,0.42,-19.93,4
-34.88,-62.18,-46.94,0.46,-6.5,4
-70.3,-61.66,-55.74,0.93,-0.43,4
-89.85,-57.73,-17.9,0.79,-18.19,4
-87.32,-39.3,-12.17,1.16,-10.37,4
-78.78,-35.62,46.33,0.53,-6.19,4
-79.34,-27.02,57.57,0.8,17.71,4
-70.86,-31.41,61.31,0.88,166.2,4
-64.86,-26.02,58.54,1.1,163.28,4
-65.35,-20.16,14.02,1.51,145.57,4
-58.17,-11.99,-9.77,1.17,37.11,4
-26.05,6.12,-54.08,1.43,-17.33,4
-0.25,8.62,-54.92,1.0,-13.5,4
5.72,13.63,-16.82,1.21,3.1,4
20.66,6.6,19.27,1.46,9.19,4
22.91,2.45,71.14,1.3,-19.43,4
21.97,-5.51,72.57,1.58,-13.53,4
22.52,-4.21,41.29,1.74,-5.93,4
33.92,-2.2,2.63,1.34,-6.87,4
25.86,-6.67,-37.74,1.32,-8.45,4
14.86,-14.06,-38.95,1.71,-14.02,4
11.72,-29.86,-38.3,1.43,-23.28,4
-3.25,-32.33,-10.03,1.13,-19.6,4
-23.01,-24.52,23.97,0.93,-14.25,4
-39.01,-5.74,47.46,1.15,-12.16,4
-18.89,15.09,63.12,0.76,-21.19,4
6.14,33.17,41.86,0.73,18.55,4
38.79,27.43,15.77,0.81,80.33,4
64.0,19.12,-18.76,1.06,34.94,4
63.8,19.17,-37.97,0.72,-9.95,4
47.4,27.28,-23.69,0.35,-21.54,4
42.29,45.02,4.2,0.45,-6.35,4
51.91,52.43,31.06,0.75,-15.09,4
56.55,58.53,34.99,0.5,-12.26,4
60.32,55.72,9.36,0.44,-10.04,4
73.54,46.26,-17.37,0.17,-5.63,4
95.91,44.36,-52.2,0.4,13.1,4
109.98,54.34,-51.85,-0.24,48.68,4
113.81,69.39,-39.56,0.36,75.88,4
102.94,82.89,-17.72,-0.47,10.64,4
89.88,93.5,21.52,0.59,-23.57,4
79.8,89.19,22.74,-0.84,-14.99,4
92.3,80.53,15.53,0.88,-3.49,4
123.25,79.6,-2.0,-2.99,-9.38,4
136.57,91.53,-17.48,-18.93,-13.81,4
119.51,91.79,-18.7,19.15,-6.73,4
86.9,86.93,-20.43,-7.7,-10.56,4
52.5,81.55,-2.08,-8.45,-13.29,4
26.05,73.54,-1.92,8.77,-9.24,4
16.25,74.65,10.03,-6.45,-11.64,4
29.87,74.49,12.67,4.49,-16.44,4
39.15,78.12,-9.36,0.47,-12.27,4
41.29,73.72,-9.02,-6.06,-10.95,4
47.02,61.86,-50.95,3.66,-15.12,4
41.92,47.05,-60.43,2.28,-16.03,4
26.44,30.66,-46.39,-2.85,-16.41,4
5.98,8.98,-45.79,-0.56,-17.96,4
12.89,9.02,6.19,2.42,-20.07,4
34.87,16.19,16.57,1.13,-18.96,4
39.33,11.97,35.38,-1.44,-15.89,4
43.78,4.57,37.67,0.61,-12.56,4
58.45,-6.09,2.98,1.29,-14.4,4
60.47,-16.31,-2.2,0.71,-14.71,4
57.45,-22.53,-50.88,0.78,-11.71,4
56.5,-1.88,-50.76,-0.19,-15.03,4
35.98,10.3,-32.68,1.01,-15.52,4
1.72,19.32,-11.11,1.52,-16.0,4
-26.42,31.34,34.04,0.74,-17.38,4
-27.37,30.32,26.36,0.76,-18.07,4
-34.15,34.06,31.6,0.96,-18.17,4
-43.93,34.62,8.12,0.8,-17.66,4
-50.73,32.38,-8.56,0.67,-16.64,4
-61.76,21.76,-4.29,0.66,-13.31,4
-73.98,13.57,-18.42,1.89,-8.08,4
-79.89,7.83,1.22,1.11,-3.78,4
-77.68,3.01,-4.23,2.09,-10.48,4
-92.19,-3.47,4.59,-0.18,-15.31,4
-116.75,-17.27,26.44,3.22,-13.8,4
-125.17,-29.77,30.9,-2.37,-13.94,4
-107.68,-44.06,50.45,7.44,-13.2,4
-87.13,-49.45,31.71,-26.89,-12.22,4
-73.96,-46.14,21.22,10.34,-12.48,4
-48.89,-44.51,-6.88,13.44,-12.81,4
-21.37,-49.51,-31.51,-22.38,-11.16,4
-22.31,-58.66,-26.09,15.38,-10.42,4
-38.05,-69.63,-18.65,-3.18,-10.82,4
-43.33,-76.26,27.67,-0.23,-9.98,4
-48.06,-71.97,57.47,9.55,-9.16,4
-54.16,-59.13,69.3,-8.71,-9.86,4
-43.51,-54.76,52.73,2.26,-10.85,4
-31.1,-64.07,7.76,5.35,-10.17,4
-43.49,-70.48,-13.39,0.32,-9.66,4
-58.43,-76.89,-25.65,54.97,-9.61,4
-49.72,-73.52,-4.73,40.72,-9.67,4
-19.66,-65.1,38.32,-2.52,-8.04,4
-3.09,-54.39,60.7,-24.18,-4.88,4
-13.01,-53.17,65.86,18.16,37.84,4
-36.34,-58.65,39.42,-8.63,95.78,4
-69.74,-50.58,7.53,4.09,93.36,4
-92.8,-43.54,-7.34,8.55,17.57,4
-79.03,-34.57,-12.09,-15.54,-23.51,4
-36.2,-29.66,0.56,8.48,-10.43,4
-6.76,-23.7,12.66,6.69,-4.76,4
3.24,-16.24,19.55,-4.76,-8.3,4
-1.67,-11.89,24.65,-1.8,-11.44,4
-24.92,-3.99,18.75,3.77,-10.81,4
-51.9,-6.12,15.06,2.93,-11.83,4
-50.63,-10.52,11.58,-0.7,-8.08,4
-18.99,-16.21,8.29,-0.17,-7.1,4
22.5,-19.88,15.66,3.41,-11.92,4
61.15,-22.37,10.42,2.18,-12.09,4
92.54,-14.02,7.5,1.76,-8.28,4
102.42,0.3,-2.83,0.23,-7.35,4
81.66,12.5,-12.31,2.13,-9.16,4
52.44,24.64,-12.02,3.96,-11.07,4
41.93,30.16,-22.7,0.74,-11.92,4
47.55,33.68,-10.45,1.18,-9.4,4
63.67,32.97,-5.92,2.64,-8.02,4
85.54,34.82,2.87,2.39,-7.68,4
97.01,50.69,4.93,2.25,-11.56,4
83.42,68.93,0.78,1.69,-9.8,4
50.09,77.97,0.63,2.13,-11.88,4
18.9,67.21,-7.55,2.37,25.03,4
-7.47,45.27,-9.42,2.34,100.95,4
-6.36,27.09,-10.86,3.44,149.81,4
12.83,21.92,-9.77,0.73,87.51,4
33.57,32.82,2.13,2.18,-14.3,4
38.07,49.27,6.53,2.85,-23.24,4
29.38,62.06,5.0,2.26,-8.61,4
15.78,58.4,-7.47,1.91,-2.93,4
17.38,34.87,-23.6,2.18,-13.69,4
30.76,-3.73,-54.61,2.03,-10.66,4
47.71,-31.53,-58.15,1.31,-13.51,4
65.39,-21.88,-52.52,1.68,-17.29,4
59.22,4.45,-42.97,1.62,-11.37,4
37.69,27.67,-11.32,2.24,-11.75,4
27.25,52.37,-0.25,2.08,-18.72,4
48.61,70.77,17.63,0.45,-18.79,4
69.77,66.12,24.24,1.28,-15.97,4
89.36,51.35,-7.69,1.6,-17.64,4
101.34,26.07,-23.55,1.39,-19.41,4
93.42,2.78,-58.9,-0.18,-17.85,4
79.54,7.35,-68.04,6.49,-16.74,4
72.51,21.99,-42.52,20.92,-15.94,4
61.28,56.41,-26.46,10.41,-16.22,4
21.05,81.18,18.22,-11.4,-17.98,4
-18.63,87.86,23.4,5.16,-17.82,4
-43.66,81.95,15.74,1.72,-15.54,4
-62.56,41.21,1.92,-3.03,-14.93,4
-78.29,-1.28,-27.23,8.96,-16.65,4
-67.57,-26.23,-25.03,-4.46,-17.73,4
-57.74,-34.57,-39.28,-0.08,-17.0,4
-61.2,-18.02,-27.43,3.75,-15.35,4
-55.63,8.61,-12.73,-0.46,-14.31,4
-54.15,26.86,-0.97,-2.76,-14.61,4
-50.08,22.08,19.48,1.74,-16.15,4
-47.44,2.88,6.26,0.33,-16.71,4
-37.28,-23.77,-4.57,2.11,-15.4,4
-30.07,-43.29,-22.18,-7.48,-14.44,4
-29.62,-51.1,-14.7,0.89,-14.6,4
-21.07,-49.43,-8.69,0.1,-15.93,4
-16.66,-40.69,14.2,-28.36,-16.71,4
-13.87,-23.13,32.07,-0.8,-16.86,4
-21.91,-5.7,14.55,-2.01,-16.35,4
-45.42,-10.5,8.46,-1.85,-15.61,4
-64.15,-31.44,-25.44,6.26,-15.58,4
-73.64,-61.98,-20.8,-9.2,-16.84,4
-78.88,-91.43,-15.52,-14.07,-17.72,4
-73.36,-113.38,10.7,-1.04,-17.36,4
-63.96,-114.78,43.46,-18.43,-15.75,4
-60.8,-102.09,20.7,-7.62,-14.93,4
-59.97,-77.3,23.38,-3.01,-15.61,4
-63.55,-49.27,-18.89,-4.35,-16.68,4
-74.9,-39.8,-40.95,5.2,-16.79,4
-80.57,-44.07,-22.82,2.15,-15.69,4
-91.91,-64.55,-15.2,5.57,-15.07,4
-93.74,-89.09,45.64,0.02,-13.77,4
-72.69,-104.94,57.64,6.91,-14.38,4
-49.69,-100.04,72.42,-13.06,-12.56,4
-35.9,-77.66,54.53,1.9,-14.21,4
-27.15,-58.41,23.46,11.94,-10.37,4
-34.39,-39.35,19.03,-10.03,-12.89,4
-50.45,-22.75,-14.39,5.98,-7.93,4
-45.83,-16.85,-8.17,3.37,-15.64,4
-47.79,-18.34,5.38,3.73,35.04,4
-59.08,-21.23,26.17,4.85,204.29,4
-58.33,-16.96,59.61,0.2,98.34,4
-39.03,-9.75,61.72,4.17,-0.55,4
-21.85,-0.45,59.85,6.62,8.51,4
-15.29,8.86,18.56,1.88,11.17,4
-0.38,14.01,-16.79,1.32,33.19,4
4.37,17.99,-28.35,5.7,51.93,4
-3.19,1.74,-38.0,5.79,25.91,4
-11.45,-26.11,-28.52,12.94,-18.7,4
-19.2,-49.99,15.7,23.32,-13.63,4
-16.4,-52.86,46.67,6.63,8.36,4
5.78,-41.17,59.04,-4.79,0.45,4
46.32,-32.73,56.97,5.69,-7.69,4
79.04,-9.99,19.71,1.18,4.15,4
87.01,0.83,-13.26,0.91,35.24,4
78.06,-5.28,-49.72,6.06,32.14,4
48.23,-3.39,-28.5,1.16,46.98,4
25.82,3.92,-0.12,3.43,44.33,4
31.27,30.59,20.95,5.7,-6.83,4
60.46,66.37,72.61,0.87,-9.49,4
84.17,85.19,33.73,0.29,-4.79,4
81.92,74.94,16.81,3.76,8.45,4
68.49,52.66,-9.1,4.14,80.73,4
49.84,27.96,-66.8,2.16,133.61,4
26.97,-0.9,-34.59,0.2,67.95,4
6.38,11.65,-24.48,1.49,-14.14,4
14.73,35.07,7.83,1.09,-14.53,4
42.26,57.55,27.73,1.77,-8.05,4
70.3,81.76,-14.98,2.14,-5.86,4
77.56,78.08,-12.55,2.18,-8.31,4
66.83,72.1,-41.55,1.7,-7.35,4
57.15,55.88,-22.77,1.48,-13.45,4
51.27,40.99,0.07,1.49,-10.79,4
67.61,60.43,2.68,0.84,-8.68,4
75.02,74.97,19.59,1.59,2.2,4
78.6,76.01,-6.93,-1.22,49.77,4
58.36,86.48,-34.27,0.31,27.63,4
56.11,69.6,-44.47,0.94,-26.25,4
73.05,48.17,-43.46,1.28,-28.96,4
74.45,52.29,-9.35,0.86,3.27,4
44.49,51.86,7.83,0.18,-9.2,4
18.07,60.86,21.88,0.54,-19.97,4
22.05,83.26,5.09,0.5,-3.97,4
11.45,70.21,-22.1,0.82,-13.17,4
20.65,52.57,-46.42,-0.08,-19.75,4
40.45,57.18,-40.89,-0.51,-5.53,4
30.04,45.31,-16.92,0.23,-7.22,4
-1.73,41.25,3.02,0.52,-16.04,4
-6.85,32.46,15.84,0.0,-13.88,4
4.26,-3.64,-1.35,-0.34,-11.14,4
14.81,-22.61,-28.24,0.7,-15.17,4
19.97,-36.99,-42.82,0.37,-12.63,4
21.31,-42.25,-62.58,0.63,-10.21,4
24.15,-26.0,-37.11,0.85,-13.82,4
18.58,-12.45,2.64,0.72,-14.3,4
6.0,-27.63,21.07,0.71,-10.58,4
-1.87,-50.82,19.72,0.5,-13.78,4
-8.25,-67.54,-29.72,0.68,-9.8,4
-6.37,-73.99,-35.44,0.79,-10.14,4
-2.3,-47.28,-45.05,1.4,-7.38,4
-7.68,-18.44,-16.0,0.59,-18.71,4
-26.11,-0.7,58.89,0.71,6.65,4
-39.29,3.19,40.9,0.27,93.53,4
-61.85,-10.06,25.14,1.33,42.36,4
-82.57,-15.47,-23.05,-0.68,-22.91,4
-92.5,-14.38,-79.12,2.56,-35.99,4
-95.34,-7.51,-36.88,-2.51,2.39,4
-86.49,2.02,-20.53,5.54,-7.2,4
-65.07,11.82,75.81,-6.65,-22.47,4
-54.73,7.94,107.78,13.07,-3.93,4
-58.97,-15.08,49.29,-43.32,-9.86,4
-68.17,-27.24,-6.91,-25.24,-26.34,4
-85.29,-37.23,-112.15,24.44,-17.4,4
-87.6,-43.29,-87.12,-29.31,-12.84,4
-88.98,-32.95,-7.75,13.18,-21.73,4
-93.09,-31.0,52.66,-1.3,-24.23,4
-105.58,-47.87,129.26,-1.21,-21.65,4
-90.53,-62.35,71.19,7.7,-19.55,4
-59.47,-84.48,4.21,-6.61,-21.75,4
-33.44,-95.52,-86.99,-1.61,-18.97,4
-5.87,-103.45,-110.72,6.73,-15.06,4
8.08,-81.87,-39.54,-0.67,-14.01,4
-15.37,-57.17,40.1,-3.51,-18.21,4
-33.49,-60.04,155.9,0.78,-16.59,4
-62.03,-68.68,176.23,4.3,-15.13,4
-74.46,-104.51,132.83,-1.97,-14.93,4
-57.98,-112.85,35.16,-1.29,-9.6,4
-24.82,-122.93,-101.82,1.76,-11.12,4
-1.4,-81.23,-154.14,0.9,-15.37,4
2.91,-47.37,-133.79,1.71,-14.84,4
5.21,-25.85,-25.98,-0.28,-16.73,4
-16.5,-19.9,86.54,0.54,-11.81,4
-23.98,-37.53,145.73,2.47,-14.39,4
-15.57,-21.76,154.28,1.16,-6.53,4
11.08,-24.97,58.23,-0.04,-20.51,4
12.09,-3.89,-20.03,2.4,2.85,4
25.2,-2.75,-73.16,0.85,-28.22,4
41.13,-2.03,-90.88,8.52,317.79,4
